Updated On,State,Total Doses Administered,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered),Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered)
15-06-2021,Andhra Pradesh,12406367,9765707,2640660,4702322,5061845,1540,2202178,10199373,4816
16-06-2021,Andhra Pradesh,12439899,9795862,2644037,4714908,5079409,1545,2211640,10223252,5007
17-06-2021,Andhra Pradesh,12462701,9817124,2645577,4725252,5090325,1547,2217933,10239256,5512
18-06-2021,Andhra Pradesh,12487466,9838546,2648920,4735452,5101543,1551,2225556,10256380,5530
19-06-2021,Andhra Pradesh,12503233,9850955,2652278,4743121,5106282,1552,2233171,10264507,5555
20-06-2021,Andhra Pradesh,13940560,11201229,2739331,5146701,6052755,1773,2263984,11671021,5555
21-06-2021,Andhra Pradesh,14011163,11265333,2745830,5173815,6089678,1840,2272590,11732994,5579
22-06-2021,Andhra Pradesh,14058162,11306134,2752028,5193221,6111058,1855,2283021,11769342,5799
23-06-2021,Andhra Pradesh,14091954,11331864,2760090,5207530,6122476,1858,2295497,11790373,6084
24-06-2021,Andhra Pradesh,14404310,11586263,2818047,5283920,6300402,1941,2329622,12068278,6410
25-06-2021,Andhra Pradesh,14525647,11681453,2844194,6780258,7743250,2139,2348492,12170245,6910
26-06-2021,Andhra Pradesh,14827546,11920947,2906599,6892932,7932400,2214,2360798,12458694,8054
27-06-2021,Andhra Pradesh,14868799,11958632,2910167,6899397,7967180,2222,2363290,12497455,8054
28-06-2021,Andhra Pradesh,15094679,12120023,2974656,6978724,8113686,2269,2372589,12713087,9003
29-06-2021,Andhra Pradesh,15389049,12346836,3042213,7064129,8322595,2325,2392509,12986450,10090
30-06-2021,Andhra Pradesh,15703354,12587352,3116002,7186745,8514170,2439,2511828,13179682,11844
01-07-2021,Andhra Pradesh,15985323,12805075,3180248,7289616,8693218,2489,2558873,13413668,12782
02-07-2021,Andhra Pradesh,16331596,13098513,3233083,7423876,8905155,2565,2597212,13721089,13295
03-07-2021,Andhra Pradesh,16441282,13172868,3268414,7472502,8966208,2572,2629715,13797338,14229
04-07-2021,Andhra Pradesh,16459822,13188358,3271464,7478387,8978861,2574,2641650,13803886,14286
05-07-2021,Andhra Pradesh,16582123,13264570,3317553,7530598,9048933,2592,2733739,13832995,15389
06-07-2021,Andhra Pradesh,16633924,13298596,3335328,7555484,9075840,2600,2771300,13846543,16081
07-07-2021,Andhra Pradesh,16676789,13322285,3354504,7576148,9098034,2607,2791299,13868759,16731
08-07-2021,Andhra Pradesh,16715911,13347419,3368492,7595055,9118246,2610,2814587,13882291,19033
09-07-2021,Andhra Pradesh,16752650,13372990,3379660,7611090,9138947,2613,2841589,13890216,20845
10-07-2021,Andhra Pradesh,16945717,13472620,3473097,7694693,9248380,2644,2859090,14064529,22098
11-07-2021,Andhra Pradesh,17054306,13530165,3524141,7739443,9312193,2670,2862244,14169951,22111
12-07-2021,Andhra Pradesh,17357400,13680228,3677172,7867977,9486710,2713,2874587,14459530,23283
13-07-2021,Andhra Pradesh,17589477,13817568,3771909,7969543,9617186,2748,2882909,14682543,24025
14-07-2021,Andhra Pradesh,18040090,14191112,3848978,8178987,9858285,2818,2910973,15104391,24726
15-07-2021,Andhra Pradesh,18130140,14242409,3887731,8221986,9905327,2827,2917718,15185783,26639
16-07-2021,Andhra Pradesh,18391785,14395270,3996515,8340895,10048025,2865,2922862,15440430,28493
17-07-2021,Andhra Pradesh,18625728,14507747,4117981,8454770,10168046,2912,2930765,15664487,30476
18-07-2021,Andhra Pradesh,18649051,14513706,4135345,8466529,10179606,2916,2933756,15684647,30648
19-07-2021,Andhra Pradesh,18797967,14559126,4238841,8539312,10255721,2934,2950045,15816136,31786
20-07-2021,Andhra Pradesh,19036238,14668281,4367957,8642774,10390497,2967,2985593,16018000,32645
21-07-2021,Andhra Pradesh,19154817,14739379,4415438,8698886,10452930,3001,2995978,16125111,33728
22-07-2021,Andhra Pradesh,19324817,14818721,4506096,8773634,10548140,3043,3033199,16257222,34396
23-07-2021,Andhra Pradesh,19473515,14871831,4601684,8837340,10633115,3060,3090009,16348427,35079
24-07-2021,Andhra Pradesh,19565589,14910329,4655260,8879447,10683071,3071,3122068,16407455,36066
25-07-2021,Andhra Pradesh,19570886,14913421,4657465,8882247,10685566,3073,3124806,16409878,36202
26-07-2021,Andhra Pradesh,20753512,15733829,5019683,9421204,11329003,3305,3161871,17554815,36826
27-07-2021,Andhra Pradesh,20928087,15829320,5098767,9504978,11419785,3324,3176001,17714678,37408
28-07-2021,Andhra Pradesh,21025625,15860970,5164655,9551361,11470924,3340,3205469,17782235,37921
29-07-2021,Andhra Pradesh,21173255,15906265,5266990,9621203,11548695,3357,3237154,17897672,38429
30-07-2021,Andhra Pradesh,21414613,15950840,5463773,9734694,11676524,3395,3291266,18082827,40520
31-07-2021,Andhra Pradesh,21669393,16096801,5572592,9851959,11814126,3436,3340776,18286201,42416
01-08-2021,Andhra Pradesh,21887210,16301072,5586138,9957341,11926394,3475,3383819,18460786,42605
02-08-2021,Andhra Pradesh,22298933,16567700,5731233,10144362,12151015,3556,3435556,18819489,43888
03-08-2021,Andhra Pradesh,22476139,16676151,5799988,10225289,12247269,3581,3476686,18954688,44765
04-08-2021,Andhra Pradesh,22650260,16786246,5864014,10303552,12343098,3610,3556694,19048375,45191
05-08-2021,Andhra Pradesh,22822334,16889200,5933134,10383231,12435469,3634,3623768,19152235,46331
06-08-2021,Andhra Pradesh,23390303,17319552,6070751,10647616,12738912,3775,3684179,19658229,47895
07-08-2021,Andhra Pradesh,23617219,17477123,6140096,10752975,12860445,3799,3727191,19840682,49346
08-08-2021,Andhra Pradesh,23699006,17531461,6167545,10789095,12906099,3812,3747175,19902415,49416
09-08-2021,Andhra Pradesh,23842895,17628583,6214312,10852932,12986129,3834,3804590,19988469,49836
10-08-2021,Andhra Pradesh,24098248,17801780,6296468,10975148,13119198,3902,3895586,20152385,50277
11-08-2021,Andhra Pradesh,24232876,17894361,6338515,11038937,13190004,3935,3946166,20236102,50608
12-08-2021,Andhra Pradesh,24337823,17974433,6363390,11092067,13241802,3954,3980764,20306173,50886
13-08-2021,Andhra Pradesh,24797487,18353035,6444452,11306724,13486683,4080,4034924,20711405,51158
14-08-2021,Andhra Pradesh,25001353,18516141,6485212,11404153,13593094,4106,4070226,20879561,51566
15-08-2021,Andhra Pradesh,25058752,18556425,6502327,11431775,13622795,4182,4078921,20928251,51580
16-08-2021,Andhra Pradesh,25347496,18766558,6580938,11572888,13770382,4226,4114038,21181536,51922
17-08-2021,Andhra Pradesh,25620940,18967154,6653786,11703897,13912779,4264,4145112,21423688,52140
18-08-2021,Andhra Pradesh,25828597,19110872,6717725,11803482,14020775,4340,4170644,21605637,52316
19-08-2021,Andhra Pradesh,26045892,19235144,6810748,11908855,14132664,4373,4196222,21797202,52468
20-08-2021,Andhra Pradesh,26096515,19263751,6832764,11935752,14156383,4380,4201946,21841949,52620
21-08-2021,Andhra Pradesh,26376494,19397710,6978784,12076150,14295919,4425,4225041,22098584,52869
22-08-2021,Andhra Pradesh,26392373,19407130,6985243,12084062,14303885,4426,4227906,22111524,52943
23-08-2021,Andhra Pradesh,26617476,19536901,7080575,12199516,14413498,4462,4266221,22298053,53202
24-08-2021,Andhra Pradesh,26879642,19682912,7196730,12335393,14539752,4497,4301124,22525150,53368
25-08-2021,Andhra Pradesh,27097352,19796903,7300449,12444468,14648352,4532,4325984,22717796,53572
26-08-2021,Andhra Pradesh,27462034,20000157,7461877,12626759,14830687,4588,4354670,23053619,53745
27-08-2021,Andhra Pradesh,27796991,20166558,7630433,12795915,14996435,4641,4388800,23354277,53914
28-08-2021,Andhra Pradesh,28749800,20768271,7981529,13277157,15467835,4808,4533664,24161912,54224
29-08-2021,Andhra Pradesh,,,,,,,,,
30-08-2021,Andhra Pradesh,,,,,,,,,
31-08-2021,Andhra Pradesh,,,,,,,,,
16-01-2021,Arunachal Pradesh,81,81,0,40,41,0,0,81,
17-01-2021,Arunachal Pradesh,178,178,0,70,108,0,0,178,
18-01-2021,Arunachal Pradesh,560,560,0,119,441,0,0,560,
19-01-2021,Arunachal Pradesh,574,574,0,122,452,0,0,574,
20-01-2021,Arunachal Pradesh,601,601,0,133,468,0,0,601,
21-01-2021,Arunachal Pradesh,1154,1154,0,302,852,0,0,1154,
22-01-2021,Arunachal Pradesh,1818,1818,0,428,1390,0,0,1818,
23-01-2021,Arunachal Pradesh,2446,2446,0,586,1860,0,0,2446,
24-01-2021,Arunachal Pradesh,2529,2529,0,609,1920,0,0,2529,
25-01-2021,Arunachal Pradesh,3442,3442,0,837,2605,0,0,3442,
26-01-2021,Arunachal Pradesh,3462,3462,0,848,2614,0,0,3462,
27-01-2021,Arunachal Pradesh,3998,3998,0,1017,2981,0,0,3998,
28-01-2021,Arunachal Pradesh,5470,5470,0,1363,4107,0,0,5470,
29-01-2021,Arunachal Pradesh,6106,6106,0,1491,4615,0,0,6106,
30-01-2021,Arunachal Pradesh,6491,6491,0,1543,4948,0,0,6491,
31-01-2021,Arunachal Pradesh,6525,6525,0,1556,4969,0,0,6525,
01-02-2021,Arunachal Pradesh,6668,6668,0,1570,5098,0,0,6668,
02-02-2021,Arunachal Pradesh,6668,6668,0,1570,5098,0,0,6668,
03-02-2021,Arunachal Pradesh,6758,6758,0,1597,5161,0,0,6758,
04-02-2021,Arunachal Pradesh,7785,7785,0,1832,5953,0,0,7785,
05-02-2021,Arunachal Pradesh,8745,8745,0,2148,6597,0,0,8745,
06-02-2021,Arunachal Pradesh,9288,9288,0,2271,7017,0,0,9288,
07-02-2021,Arunachal Pradesh,9292,9292,0,2272,7020,0,0,9292,
08-02-2021,Arunachal Pradesh,10438,10438,0,2840,7598,0,6,10432,
09-02-2021,Arunachal Pradesh,10465,10465,0,2864,7601,0,28,10437,
10-02-2021,Arunachal Pradesh,10529,10529,0,2888,7641,0,28,10501,
11-02-2021,Arunachal Pradesh,11372,11372,0,3352,8020,0,28,11344,
12-02-2021,Arunachal Pradesh,12173,12173,0,3853,8320,0,28,12145,
13-02-2021,Arunachal Pradesh,13707,13251,456,4532,8719,0,28,13223,
14-02-2021,Arunachal Pradesh,13730,13274,456,4554,8720,0,28,13246,
15-02-2021,Arunachal Pradesh,17018,15434,1584,5721,9713,0,28,15406,
16-02-2021,Arunachal Pradesh,17130,15546,1584,5813,9733,0,30,15516,
17-02-2021,Arunachal Pradesh,17136,15552,1584,5819,9733,0,30,15522,
18-02-2021,Arunachal Pradesh,20421,17389,3032,7186,10203,0,34,17355,
19-02-2021,Arunachal Pradesh,23982,19872,4110,8535,11337,0,35,19837,
20-02-2021,Arunachal Pradesh,24238,20018,4220,8655,11363,0,54,19964,
21-02-2021,Arunachal Pradesh,24238,20018,4220,8655,11363,0,54,19964,
22-02-2021,Arunachal Pradesh,26904,21550,5354,9962,11588,0,71,21479,
23-02-2021,Arunachal Pradesh,28444,22757,5687,11000,11757,0,73,22684,
24-02-2021,Arunachal Pradesh,28468,22781,5687,11020,11761,0,73,22708,
25-02-2021,Arunachal Pradesh,31209,24649,6560,12613,12036,0,73,24576,
26-02-2021,Arunachal Pradesh,32865,25903,6962,13740,12163,0,76,25827,
27-02-2021,Arunachal Pradesh,32865,25903,6962,13740,12163,0,76,25827,
28-02-2021,Arunachal Pradesh,32865,25903,6962,13740,12163,0,76,25827,
01-03-2021,Arunachal Pradesh,32865,25903,6962,13740,12163,0,76,25827,
02-03-2021,Arunachal Pradesh,37490,29841,7649,17272,12569,0,80,29761,
03-03-2021,Arunachal Pradesh,37937,30253,7684,17595,12658,0,86,30167,
04-03-2021,Arunachal Pradesh,41398,33136,8262,19791,13345,0,111,33025,
05-03-2021,Arunachal Pradesh,44881,35734,9147,21733,14001,0,116,35618,
06-03-2021,Arunachal Pradesh,46901,37249,9652,22719,14530,0,125,37124,
07-03-2021,Arunachal Pradesh,46960,37299,9661,22751,14548,0,128,37171,
08-03-2021,Arunachal Pradesh,49950,39451,10499,24124,15327,0,141,39310,
09-03-2021,Arunachal Pradesh,41504,30634,10870,25063,16441,0,0,41501,
10-03-2021,Arunachal Pradesh,41675,30769,10906,25163,16512,0,0,41672,
11-03-2021,Arunachal Pradesh,44509,32947,11562,26894,17615,0,0,44506,
12-03-2021,Arunachal Pradesh,46763,34659,12104,28270,18493,0,0,46760,
13-03-2021,Arunachal Pradesh,48143,35595,12548,29198,18945,0,0,48140,
14-03-2021,Arunachal Pradesh,48215,35654,12561,29252,18963,0,0,48212,
15-03-2021,Arunachal Pradesh,51378,38085,13293,31181,20197,0,0,51375,
16-03-2021,Arunachal Pradesh,63404,49653,13751,30356,19297,0,0,63404,
17-03-2021,Arunachal Pradesh,63870,50078,13792,30619,19459,0,0,63870,
18-03-2021,Arunachal Pradesh,67242,52511,14731,32146,20365,0,0,67242,
19-03-2021,Arunachal Pradesh,69729,54173,15556,33068,21104,1,0,69729,
20-03-2021,Arunachal Pradesh,71994,55919,16075,34163,21755,1,0,71994,
21-03-2021,Arunachal Pradesh,72176,56082,16094,34242,21839,1,0,72176,
22-03-2021,Arunachal Pradesh,75417,58541,16876,35693,22847,1,0,75417,
23-03-2021,Arunachal Pradesh,77761,60221,17540,36567,23652,2,0,77761,
24-03-2021,Arunachal Pradesh,77826,60269,17557,36551,23716,2,0,77826,
25-03-2021,Arunachal Pradesh,81124,62868,18256,37964,24847,57,0,81124,
26-03-2021,Arunachal Pradesh,84011,64976,19035,39191,25721,64,0,84011,
27-03-2021,Arunachal Pradesh,86161,66980,19181,40208,26708,64,0,86161,
28-03-2021,Arunachal Pradesh,86274,67041,19233,40246,26731,64,0,86274,
29-03-2021,Arunachal Pradesh,86714,67464,19250,40500,26900,64,0,86714,
30-03-2021,Arunachal Pradesh,88645,68649,19996,41103,27482,64,0,88645,
31-03-2021,Arunachal Pradesh,88794,68791,20003,41146,27581,64,0,88794,
01-04-2021,Arunachal Pradesh,94722,73266,21456,43520,29682,64,0,94722,
02-04-2021,Arunachal Pradesh,96882,75047,21835,44401,30582,64,0,96882,
03-04-2021,Arunachal Pradesh,100734,78114,22620,46016,32034,64,0,100734,
04-04-2021,Arunachal Pradesh,102608,79783,22825,46817,32902,64,0,102608,
05-04-2021,Arunachal Pradesh,106688,82757,23931,48378,34315,64,0,106688,
06-04-2021,Arunachal Pradesh,109164,84581,24583,49360,35157,64,0,109164,
07-04-2021,Arunachal Pradesh,113682,88000,25682,51221,36714,65,0,113682,
08-04-2021,Arunachal Pradesh,120397,93106,27291,53829,39212,65,0,120397,
09-04-2021,Arunachal Pradesh,126463,97939,28524,56374,41500,65,0,126463,
10-04-2021,Arunachal Pradesh,131302,101756,29546,58554,43136,66,0,131302,
11-04-2021,Arunachal Pradesh,134976,104975,30001,60353,44556,66,0,134976,
12-04-2021,Arunachal Pradesh,144137,112551,31586,64383,48102,66,0,144137,
13-04-2021,Arunachal Pradesh,151848,118825,33023,67852,50907,66,0,151848,
14-04-2021,Arunachal Pradesh,158012,124312,33700,70635,53610,67,0,158012,
15-04-2021,Arunachal Pradesh,161160,126950,34210,72011,54872,67,0,161160,
16-04-2021,Arunachal Pradesh,166632,130812,35820,74054,56691,67,0,166632,
17-04-2021,Arunachal Pradesh,170756,133947,36809,75726,58152,69,0,170756,
18-04-2021,Arunachal Pradesh,172614,135342,37272,76453,58820,69,0,172614,
19-04-2021,Arunachal Pradesh,180287,140794,39493,79492,61233,69,0,180287,
20-04-2021,Arunachal Pradesh,186002,145098,40904,81737,63291,70,0,186002,
